2020-9-13 8:43:13,672
2020-9-13 8:43:35,672
2020-9-13 8:45:14,672
2020-9-13 8:50:47,672
2020-9-13 8:50:58,672
2020-9-13 9:12:42,47
2020-9-13 9:12:45,144568
2020-9-13 9:12:51,672
2020-9-13 9:22:51,47
2020-9-13 9:22:52,104112
2020-9-13 9:24:32,47
2020-9-13 9:24:32,104112
2020-9-13 9:24:53,93210
2020-9-13 9:24:54,688174
2020-9-13 9:26:55,2176
2020-9-13 10:41:16,47
2020-9-13 10:42:46,672
2020-9-14 11:04:08,8542
2020-9-14 11:06:16,245282
2020-9-14 11:06:19,8542
2020-9-14 11:11:43,1745
2020-9-14 11:12:07,1749
2020-9-14 11:12:08,13395
2020-9-14 11:12:26,842
2020-9-14 11:12:27,30569
2020-9-14 11:12:27,1749
2020-9-14 11:24:37,348
2020-9-14 11:24:49,672
2020-9-14 11:27:16,351
2020-9-14 11:28:09,56532
2020-9-14 11:28:30,56532
2020-9-14 11:28:31,11035
2020-9-14 11:30:30,7157
2020-9-14 11:30:32,22059
2020-9-14 11:33:50,7124
2020-9-14 11:34:04,7124
2020-9-14 11:34:04,21926
2020-9-14 11:35:24,834
2020-9-14 11:36:20,834
2020-9-14 11:36:21,12362
2020-9-14 12:01:57,1999
2020-9-14 12:02:51,59272
2020-9-14 12:03:49,59272
2020-9-14 12:03:50,70008
2020-9-14 12:29:02,51596
2020-9-14 12:29:20,4261
2020-9-14 12:31:54,351
2020-9-14 13:22:05,675
2020-9-15 12:11:35,672
2020-9-15 12:11:59,7157
2020-9-15 12:12:16,47
2020-9-15 12:15:08,12189
2020-9-15 12:15:35,497672
2020-9-15 12:17:33,672
2020-9-15 12:29:46,144568
2020-9-15 12:43:38,672
2020-9-15 12:54:51,47
2020-9-15 12:57:11,104112
2020-9-15 13:08:04,223921
2020-9-15 16:23:16,864
2020-9-15 17:00:01,23405
2020-9-16 9:31:11,94134
2020-9-16 9:32:45,375790
2020-9-17 14:36:34,8784
2020-9-17 14:37:55,9861
2020-9-17 14:38:10,842
2020-9-17 14:39:24,285242
2020-9-17 14:39:38,834
2020-9-17 14:40:34,23443
2020-9-17 14:40:54,50943
2020-9-17 14:41:53,116983
2020-9-17 14:45:53,973
2020-9-17 14:46:17,9936
2020-9-17 14:46:32,975
2020-9-17 14:46:53,948
2020-9-17 14:47:07,951
2020-9-17 14:47:24,84812
2020-9-17 14:48:43,7419
2020-9-17 14:48:59,57419
2020-9-17 14:49:31,5580
2020-9-17 14:50:27,4026
2020-9-17 14:50:56,114026
2020-9-17 14:51:19,340260
2020-9-17 14:51:55,9775
2020-9-17 14:52:05,9669
2020-9-17 14:52:24,9470
2020-9-17 14:52:30,9451
2020-9-17 14:52:41,51386
2020-9-17 14:52:51,1939
2020-9-17 14:53:03,10209
2020-9-17 14:53:22,1984
2020-9-17 14:53:29,253314
2020-9-17 14:53:37,7494
2020-9-17 14:55:06,9989
2020-9-17 14:55:18,79989
2020-9-17 14:56:46,9910
2020-9-17 15:01:40,672
2020-9-18 14:31:26,338
2020-9-22 10:49:52,9922
2020-9-22 10:49:57,232227
2020-9-27 18:51:02,320655
2020-9-27 18:51:35,47
2020-9-28 13:00:28,17192
2020-9-28 13:17:42,17192
2020-9-28 16:19:53,353156
2020-9-29 19:52:57,6901
2020-9-29 19:54:40,672
2020-9-30 19:06:45,604
2020-9-30 19:31:59,231103
2020-10-1 14:08:44,47
2020-10-1 19:57:59,6323
2020-10-1 19:59:49,6323
2020-10-1 20:01:27,6323
2020-10-1 22:52:58,6323
2020-10-4 9:21:51,10006
2020-10-4 9:21:53,10006
2020-10-4 9:24:37,116985
2020-10-4 9:29:56,5970
2020-10-4 9:33:00,10553
2020-10-4 9:34:24,10553
2020-10-4 9:34:36,842
2020-10-4 9:35:47,834
2020-10-4 9:40:05,7078
2020-10-4 9:40:13,21859
2020-10-4 14:20:07,47
2020-10-4 14:23:15,144568
2020-10-4 14:23:15,232400
2020-10-7 11:37:10,7536
2020-10-7 17:19:09,51596
2020-10-7 17:20:50,4261
2020-10-8 9:59:06,672
2020-10-8 15:09:26,1493
2020-10-8 15:29:41,9235
2020-10-8 15:33:42,23480
2020-10-8 15:43:39,51646
2020-10-9 10:19:48,9922
2020-10-9 10:55:37,1493
2020-10-11 9:35:32,47
2020-10-11 9:36:13,672
2020-10-11 11:01:59,59272
2020-10-12 8:46:02,18033
2020-10-12 9:33:31,672
2020-10-13 10:13:54,672
2020-10-13 14:50:40,144568
2020-10-13 15:41:59,1493
2020-10-13 17:26:13,355
2020-10-13 20:29:52,144568
2020-10-13 20:29:52,362442
2020-10-18 18:39:21,672
