2020-7-5 12:22:00,47
2020-7-5 12:22:07,144568
2020-7-5 12:22:39,320655
2020-7-5 12:24:19,47
2020-7-5 12:24:26,144568
2020-7-5 12:24:30,320655
2020-7-5 12:24:38,2176
2020-7-5 12:24:48,144568
2020-7-5 12:24:49,232400
2020-7-5 12:25:12,93210
2020-7-5 12:25:13,100136873
2020-7-5 12:37:11,20354
2020-7-5 12:37:31,47
2020-7-5 12:38:02,47
2020-7-5 12:41:51,51596
2020-7-5 12:45:41,51596
2020-7-5 12:46:38,6247
2020-7-5 12:47:42,9365
2020-7-5 12:48:43,5545
2020-7-5 12:51:54,79501
2020-7-5 12:52:15,339451
2020-7-5 12:52:33,6101
2020-7-5 12:52:45,57801
2020-7-5 12:53:23,672
2020-7-5 12:54:06,112267874
2020-7-5 12:54:18,375790
2020-7-5 12:54:41,126792
2020-7-5 12:55:04,81669
2020-7-5 12:55:15,47
2020-7-5 12:55:30,55052
2020-7-5 12:55:56,142678
2020-7-5 12:56:23,8510
2020-7-5 12:56:47,85452
2020-7-5 12:56:47,85452
2020-7-5 12:57:09,9651
2020-7-5 12:58:09,79258
2020-7-5 12:58:31,6146
2020-7-5 12:58:54,765
2020-7-5 12:59:18,2023
2020-7-5 13:01:09,47
2020-7-5 13:01:28,144568
2020-7-5 13:01:48,2176
2020-7-5 13:02:12,672
2020-7-5 13:02:55,25
2020-7-5 13:03:05,47
2020-7-5 13:04:46,79041
2020-7-5 13:05:20,2849
2020-7-5 13:05:28,564928
2020-7-5 13:06:34,320655
2020-7-5 13:10:29,320655
2020-7-5 13:10:33,47
2020-7-5 13:10:59,320655
2020-7-5 13:11:31,20354
2020-7-5 13:12:10,55083
2020-7-5 13:19:02,20354
2020-7-5 13:19:17,10507
2020-7-5 13:20:19,20354
2020-7-5 13:22:45,8658
2020-7-5 13:25:18,10507
2020-7-5 14:13:46,7273
2020-7-5 14:17:31,54674
2020-7-6 12:37:36,10507
2020-7-6 12:37:36,20354
2020-7-6 12:41:10,144568
2020-7-6 14:08:44,21973
2020-7-6 15:38:15,20354
2020-7-6 20:38:28,47
2020-7-6 20:38:58,51596
2020-7-6 20:41:48,47
2020-7-6 20:41:49,24159
2020-7-7 13:18:36,232400
2020-7-7 15:15:12,50943
2020-7-7 15:15:14,20371
2020-7-7 15:36:41,20354
2020-7-7 20:43:52,320655
2020-7-8 14:36:07,10320
2020-7-8 14:36:12,22778
2020-7-9 17:09:16,80347
2020-7-9 17:15:19,7507
2020-7-13 11:34:50,104112
2020-7-13 11:35:17,47
2020-7-13 11:35:40,20354
2020-7-13 11:45:59,47
2020-7-13 11:46:06,144568
2020-7-13 11:47:17,320655
2020-7-13 11:50:27,6101
2020-7-13 11:50:28,19888
2020-7-13 12:19:19,6949
2020-7-13 12:20:56,21453
2020-7-13 17:23:49,2064
2020-7-13 17:24:39,2099
2020-7-13 17:29:36,6434
2020-7-13 17:32:00,54845
2020-7-13 17:37:49,10395
2020-7-13 18:04:30,2099
2020-7-13 18:07:48,26227
2020-7-14 10:03:42,7157
2020-7-14 11:42:52,7157
2020-7-14 11:49:07,54465
2020-7-14 11:57:53,10347
2020-7-14 11:59:24,81619
2020-7-14 22:15:38,12503
2020-7-14 22:22:45,19264
2020-7-14 22:23:29,15388
2020-7-14 23:44:54,12505
2020-7-15 9:16:35,2176
2020-7-15 9:19:59,9437
2020-7-15 17:39:14,7273
2020-7-15 17:43:50,282996
2020-7-15 17:43:58,282996
2020-7-15 17:51:14,9584
2020-7-15 17:57:05,282996
2020-7-15 17:59:10,9584
2020-7-15 18:03:28,282996
2020-7-15 20:29:26,6428
2020-7-15 20:40:21,2176
2020-7-15 20:42:02,12189
2020-7-15 20:42:34,672
2020-7-15 20:42:36,12189
2020-7-16 9:20:03,2521
2020-7-16 9:23:49,2521
